PLAYER_NAME,PTS,REB,AST,STL,BLK,GAME_DATE
Bryce McGowens,8,2,1,0,1,2024-04-12
Bryce McGowens,5,1,0,0,0,2024-04-10
Bryce McGowens,2,0,0,1,0,2024-04-09
Bryce McGowens,7,3,0,0,1,2024-04-03
Bryce McGowens,0,0,0,0,0,2024-04-01
Bryce McGowens,0,1,0,0,0,2024-03-31
Bryce McGowens,2,1,0,0,0,2024-03-29
Bryce McGowens,2,0,0,0,0,2024-03-25
Bryce McGowens,1,1,0,1,0,2024-03-08
Buddy Hield,19,7,5,1,0,2024-04-14
Buddy Hield,6,3,0,0,0,2024-04-12
Buddy Hield,18,6,0,0,0,2024-04-09
Buddy Hield,10,2,3,1,0,2024-04-07
Buddy Hield,7,1,1,2,1,2024-04-06
Buddy Hield,2,2,0,0,0,2024-04-04
Buddy Hield,7,2,0,2,0,2024-04-02
Buddy Hield,13,3,3,0,1,2024-03-31
Buddy Hield,10,4,2,1,0,2024-03-29
Buddy Hield,17,3,1,0,1,2024-03-27
CJ McCollum,25,4,7,0,0,2024-04-14
CJ McCollum,28,5,5,0,2,2024-04-12
CJ McCollum,31,4,7,2,0,2024-04-11
CJ McCollum,29,5,3,2,0,2024-04-09
CJ McCollum,31,4,5,0,0,2024-04-07
CJ McCollum,31,6,4,0,1,2024-04-05
CJ McCollum,36,10,4,2,0,2024-04-03
CJ McCollum,15,5,9,0,1,2024-04-01
CJ McCollum,24,2,5,2,1,2024-03-30
CJ McCollum,25,7,7,1,0,2024-03-28
Cade Cunningham,36,4,8,2,1,2024-04-01
Cade Cunningham,33,8,7,2,0,2024-03-29
Cade Cunningham,32,1,2,1,0,2024-03-27
Cade Cunningham,15,6,6,2,0,2024-03-22
Cade Cunningham,23,6,10,1,0,2024-03-20
Cade Cunningham,17,4,9,1,1,2024-03-17
Cade Cunningham,11,6,9,0,0,2024-03-15
Cade Cunningham,19,3,6,1,0,2024-03-13
Cade Cunningham,22,6,8,1,0,2024-03-11
Cade Cunningham,33,9,10,0,0,2024-03-09
Caleb Houstan,5,0,0,1,1,2024-04-14
Caleb Houstan,0,2,1,0,0,2024-04-10
Caleb Houstan,0,0,0,1,0,2024-04-09
Caleb Houstan,9,1,0,0,0,2024-03-30
Caleb Houstan,8,1,1,0,0,2024-03-29
Caleb Houstan,6,2,0,1,0,2024-03-23
Caleb Houstan,3,1,0,0,0,2024-03-21
Caleb Houstan,3,1,0,0,0,2024-03-19
Caleb Houstan,3,0,0,0,0,2024-03-17
Caleb Houstan,0,0,0,0,0,2024-03-15
Caleb Martin,12,5,2,1,1,2024-04-14
Caleb Martin,3,4,3,1,0,2024-04-12
Caleb Martin,14,4,6,1,1,2024-04-10
Caleb Martin,0,2,3,2,2,2024-04-09
Caleb Martin,20,3,2,0,0,2024-04-07
Caleb Martin,9,4,2,0,1,2024-04-05
Caleb Martin,7,0,3,0,0,2024-04-04
Caleb Martin,7,2,3,0,2,2024-04-02
Caleb Martin,3,2,3,1,0,2024-03-29
Caleb Martin,10,5,6,0,0,2024-03-26
Cam Reddish,0,0,1,0,0,2024-04-09
Cam Reddish,5,2,0,0,0,2024-04-07
Cam Reddish,0,0,0,0,0,2024-03-31
Cam Reddish,0,4,0,0,2,2024-03-29
Cam Reddish,0,0,0,0,0,2024-03-27
Cam Reddish,0,0,0,0,0,2024-03-26
Cam Reddish,7,0,0,2,0,2024-03-24
Cam Reddish,0,2,0,0,0,2024-03-22
Cam Reddish,6,0,0,0,1,2024-03-08
Cam Reddish,0,2,0,0,0,2024-03-04
Cam Thomas,18,3,2,0,0,2024-04-14
Cam Thomas,41,1,6,0,0,2024-04-12
Cam Thomas,23,4,0,0,1,2024-04-10
Cam Thomas,21,4,1,1,0,2024-04-07
Cam Thomas,32,6,5,1,0,2024-04-06
Cam Thomas,27,4,1,0,2,2024-04-03
Cam Thomas,22,1,2,0,0,2024-04-01
Cam Thomas,30,2,6,1,0,2024-03-31
Cam Thomas,28,8,4,1,0,2024-03-29
Cam Thomas,38,2,7,1,1,2024-03-27
Cam Whitmore,21,6,5,0,1,2024-04-14
Cam Whitmore,11,5,4,2,0,2024-04-12
Cam Whitmore,18,4,4,0,2,2024-04-11
Cam Whitmore,2,0,0,0,0,2024-04-09
Cam Whitmore,11,4,0,1,2,2024-04-07
Cam Whitmore,12,4,1,0,0,2024-04-05
Cam Whitmore,17,4,0,0,1,2024-04-04
Cam Whitmore,14,1,0,1,0,2024-04-02
Cam Whitmore,13,5,1,3,0,2024-03-31
Cam Whitmore,10,4,0,0,0,2024-03-10
Cameron Johnson,13,3,1,1,0,2024-04-10
Cameron Johnson,5,3,2,1,0,2024-04-03
Cameron Johnson,5,3,0,1,2,2024-03-31
Cameron Johnson,13,2,2,1,0,2024-03-23
Cameron Johnson,17,8,4,0,0,2024-03-21
Cameron Johnson,10,4,1,0,0,2024-03-19
Cameron Johnson,12,5,2,1,0,2024-03-17
Cameron Johnson,14,4,2,2,0,2024-03-16
Cameron Johnson,13,3,2,1,0,2024-03-13
Cameron Johnson,6,1,0,0,0,2024-03-05
Cameron Payne,10,2,3,1,0,2024-04-14
Cameron Payne,3,0,1,0,0,2024-04-12
Cameron Payne,5,5,6,3,0,2024-04-09
Cameron Payne,3,1,3,0,0,2024-04-07
Cameron Payne,3,1,4,2,2,2024-04-06
Cameron Payne,6,0,1,2,0,2024-04-04
Cameron Payne,10,10,5,1,0,2024-04-02
Cameron Payne,24,1,3,0,0,2024-03-31
Cameron Payne,2,0,2,1,0,2024-03-29
Cameron Payne,0,1,0,0,0,2024-03-27
Caris LeVert,16,6,5,1,0,2024-04-12
Caris LeVert,18,2,2,2,0,2024-04-10
Caris LeVert,18,5,2,1,1,2024-04-07
Caris LeVert,21,7,2,0,0,2024-04-06
Caris LeVert,11,3,1,3,0,2024-04-03
Caris LeVert,26,6,5,1,1,2024-04-02
Caris LeVert,15,6,5,4,1,2024-03-31
Caris LeVert,4,3,8,0,1,2024-03-27
Caris LeVert,7,7,7,1,2,2024-03-25
Caris LeVert,2,3,1,1,0,2024-03-24
Cason Wallace,12,2,1,0,1,2024-04-14
Cason Wallace,6,1,2,2,0,2024-04-12
Cason Wallace,0,4,3,3,1,2024-04-10
Cason Wallace,3,2,2,1,1,2024-04-09
Cason Wallace,10,4,3,2,0,2024-04-07
Cason Wallace,2,1,1,3,1,2024-04-05
Cason Wallace,12,1,5,4,1,2024-04-03
Cason Wallace,6,3,1,1,0,2024-04-02
Cason Wallace,6,2,0,0,0,2024-03-31
Cason Wallace,16,4,3,0,1,2024-03-29
Cedi Osman,10,3,1,0,0,2024-04-02
Cedi Osman,18,2,1,1,0,2024-03-31
Cedi Osman,4,0,2,0,0,2024-03-29
Cedi Osman,9,7,6,1,0,2024-03-27
Cedi Osman,7,2,0,1,0,2024-03-25
Cedi Osman,5,4,1,0,0,2024-03-23
Cedi Osman,0,2,0,0,0,2024-03-22
Cedi Osman,5,0,1,0,2,2024-03-19
Cedi Osman,10,3,0,0,0,2024-03-17
Cedi Osman,2,2,0,0,0,2024-03-07
Charlie Brown Jr.,0,0,0,0,0,2024-03-08
Charlie Brown Jr.,0,0,0,0,0,2024-02-27
Charlie Brown Jr.,0,0,0,0,0,2024-02-14
Charlie Brown Jr.,3,2,0,0,1,2024-02-08
Charlie Brown Jr.,0,0,0,0,1,2024-01-29
Chet Holmgren,13,9,0,0,1,2024-04-14
Chet Holmgren,22,9,3,1,3,2024-04-12
Chet Holmgren,9,6,2,1,0,2024-04-10
Chet Holmgren,15,9,2,2,2,2024-04-09
Chet Holmgren,20,10,2,2,3,2024-04-07
Chet Holmgren,15,8,0,0,3,2024-04-05
Chet Holmgren,11,7,2,0,0,2024-04-03
Chet Holmgren,22,7,1,0,2,2024-04-02
Chet Holmgren,5,5,0,0,1,2024-03-31
Chet Holmgren,20,6,2,0,1,2024-03-29
Chimezie Metu,9,4,0,2,0,2024-04-14
Chimezie Metu,18,8,2,2,0,2024-04-12
Chimezie Metu,15,8,3,0,0,2024-04-11
Chimezie Metu,7,11,2,0,0,2024-04-09
Chimezie Metu,20,7,3,3,0,2024-04-06
Chimezie Metu,6,6,1,4,0,2024-04-05
Chimezie Metu,9,5,3,5,1,2024-04-03
Chimezie Metu,17,8,0,0,2,2024-04-01
Chimezie Metu,5,3,1,1,1,2024-03-29
Chimezie Metu,8,7,2,2,1,2024-03-27
Chris Boucher,16,8,2,0,3,2024-03-09
Chris Boucher,11,9,2,0,0,2024-03-07
Chris Boucher,2,2,0,0,0,2024-03-01
Chris Boucher,2,1,0,0,0,2024-02-22
Chris Boucher,10,4,0,1,1,2024-02-14
Chris Boucher,11,6,1,0,1,2024-02-05
Chris Boucher,5,2,0,0,0,2024-01-30
Chris Boucher,5,4,0,0,0,2024-01-28
Chris Boucher,9,5,0,0,0,2024-01-26
Chris Boucher,5,5,1,0,0,2024-01-22
Chris Duarte,0,1,0,0,0,2024-04-14
Chris Duarte,0,0,1,0,0,2024-04-11
Chris Duarte,3,1,1,0,0,2024-04-07
Chris Duarte,0,2,0,0,0,2024-04-04
Chris Duarte,2,1,0,1,0,2024-04-02
Chris Duarte,3,0,0,0,0,2024-03-31
Chris Duarte,0,1,0,0,0,2024-03-29
Chris Duarte,3,1,0,1,1,2024-03-26
Chris Duarte,4,0,0,1,0,2024-03-25
Chris Duarte,5,0,0,0,0,2024-03-23
Chris Livingston,6,5,0,0,0,2024-04-12
Chris Livingston,1,1,0,0,0,2024-04-10
Chris Livingston,0,0,0,0,0,2024-04-09
Chris Livingston,0,0,0,0,0,2024-04-07
Chris Livingston,2,0,0,0,0,2024-03-24
Chris Livingston,0,1,1,0,0,2024-02-27
Chris Livingston,0,1,0,0,0,2024-02-12
Chris Livingston,0,0,0,0,0,2024-02-04
Chris Livingston,0,1,0,0,0,2024-01-27
Chris Livingston,0,1,0,0,0,2024-01-17
Chris Paul,6,4,6,0,0,2024-04-14
Chris Paul,9,4,6,2,0,2024-04-12
Chris Paul,8,3,4,1,1,2024-04-11
Chris Paul,11,6,9,0,0,2024-04-09
Chris Paul,12,1,9,4,1,2024-04-07
Chris Paul,9,5,8,4,1,2024-04-05
Chris Paul,8,2,3,1,0,2024-04-04
Chris Paul,14,1,5,0,0,2024-04-02
Chris Paul,9,4,2,2,0,2024-03-31
Chris Paul,11,7,9,0,0,2024-03-29
Christian Braun,19,10,5,2,0,2024-04-14
Christian Braun,11,3,3,0,2,2024-04-12
Christian Braun,8,5,1,1,1,2024-04-10
Christian Braun,11,2,5,2,0,2024-04-09
Christian Braun,5,3,1,0,0,2024-04-06
Christian Braun,7,8,3,1,0,2024-04-04
Christian Braun,5,2,7,0,0,2024-04-02
Christian Braun,10,6,1,1,1,2024-03-31
Christian Braun,8,5,2,0,0,2024-03-29
Christian Braun,0,3,0,0,1,2024-03-27
Christian Wood,2,4,1,0,0,2024-02-14
Christian Wood,11,4,0,1,1,2024-02-13
Christian Wood,9,1,0,0,0,2024-02-09
Christian Wood,3,4,1,1,1,2024-02-08
Christian Wood,11,6,0,0,0,2024-02-05
Christian Wood,0,0,0,0,0,2024-02-03
Christian Wood,4,4,1,1,0,2024-02-01
Christian Wood,9,8,2,0,0,2024-01-30
Christian Wood,2,2,0,2,0,2024-01-29
Christian Wood,8,1,1,0,0,2024-01-27
Chuma Okeke,0,0,0,0,0,2024-04-14
Chuma Okeke,0,1,1,0,0,2024-04-10
Chuma Okeke,2,1,0,0,0,2024-04-09
Chuma Okeke,0,0,0,0,0,2024-04-07
Chuma Okeke,2,1,0,0,0,2024-03-30
Chuma Okeke,0,1,0,0,0,2024-03-21
Chuma Okeke,0,2,1,1,0,2024-03-19
Chuma Okeke,0,0,0,0,0,2024-03-17
Chuma Okeke,0,0,0,0,0,2024-03-13
Chuma Okeke,2,1,0,0,0,2024-03-08
Clint Capela,13,11,3,1,1,2024-04-12
Clint Capela,15,6,0,1,0,2024-04-10
Clint Capela,6,11,2,0,0,2024-04-09
Clint Capela,19,12,3,1,0,2024-04-06
Clint Capela,6,13,2,1,1,2024-04-04
Clint Capela,11,16,1,0,2,2024-04-03
Clint Capela,15,11,1,1,2,2024-04-01
Clint Capela,10,8,2,1,2,2024-03-30
Clint Capela,12,13,3,0,2,2024-03-28
Clint Capela,13,10,1,4,3,2024-03-27
Coby White,26,2,4,2,0,2024-04-14
Coby White,20,4,4,1,0,2024-04-12
Coby White,18,3,5,0,1,2024-04-11
Coby White,24,3,6,1,0,2024-04-09
Coby White,11,2,6,0,0,2024-04-07
Coby White,2,3,1,0,0,2024-04-05
Coby White,22,3,3,1,0,2024-04-01
Coby White,17,5,3,0,0,2024-03-31
Coby White,18,2,9,0,0,2024-03-29
Coby White,18,7,2,1,0,2024-03-27
Cody Martin,12,4,2,0,2,2024-03-01
Cody Martin,5,2,5,0,2,2024-02-29
Cody Martin,2,6,7,0,0,2024-02-27
Cody Martin,11,6,10,2,1,2024-02-25
Cody Martin,7,3,3,4,0,2024-02-23
Cody Martin,5,5,2,3,1,2024-02-22
Cody Martin,6,7,4,1,0,2024-02-14
Cody Martin,11,5,2,1,1,2024-02-12
Cody Martin,5,7,2,0,0,2024-02-10
Cody Martin,5,5,5,0,0,2024-02-09
Cody Zeller,0,0,1,0,0,2024-04-14
Cody Zeller,2,1,2,0,0,2024-04-11
Cody Zeller,0,2,0,0,0,2024-04-09
Cody Zeller,1,2,0,1,0,2024-03-22
Cody Zeller,5,6,1,0,1,2024-03-05
Cody Zeller,2,4,0,0,0,2024-03-01
Cody Zeller,2,2,1,0,0,2024-02-22
Cody Zeller,0,1,0,1,0,2024-02-07
Cody Zeller,2,2,0,0,0,2024-02-05
Cody Zeller,0,2,1,2,0,2024-02-02
Colby Jones,8,1,1,0,1,2024-04-14
Colby Jones,0,0,0,0,0,2024-04-11
Colby Jones,2,1,1,0,0,2024-04-09
Colby Jones,7,4,4,3,2,2024-04-07
Colby Jones,2,3,0,0,1,2024-04-05
Colby Jones,0,0,0,0,0,2024-04-04
Colby Jones,2,2,0,0,0,2024-04-02
Colby Jones,2,0,0,0,0,2024-03-31
Colby Jones,2,2,2,0,0,2024-03-26
Colby Jones,0,0,0,0,0,2024-03-25
Cole Anthony,13,5,4,2,0,2024-04-14
Cole Anthony,7,0,0,0,0,2024-04-12
Cole Anthony,23,4,4,0,1,2024-04-10
Cole Anthony,2,0,2,1,0,2024-04-09
Cole Anthony,6,2,0,0,1,2024-04-07
Cole Anthony,2,1,1,1,0,2024-04-05
Cole Anthony,5,2,6,2,0,2024-04-03
Cole Anthony,9,3,1,0,0,2024-04-01
Cole Anthony,15,3,3,1,0,2024-03-30
Cole Anthony,8,3,0,0,2,2024-03-29
Cole Swider,0,0,0,0,0,2024-04-14
Cole Swider,0,0,0,0,0,2024-04-12
Cole Swider,0,0,1,0,0,2024-04-10
Cole Swider,0,0,0,0,0,2024-03-31
Cole Swider,0,0,0,0,0,2024-03-26
Cole Swider,3,1,0,0,0,2024-03-24
Cole Swider,14,2,0,0,0,2024-03-22
Cole Swider,0,1,0,0,0,2024-02-26
Cole Swider,2,1,1,0,0,2024-02-13
Cole Swider,0,0,0,0,0,2024-01-25
Colin Castleton,0,0,0,0,0,2024-04-14
Colin Castleton,2,1,0,1,0,2024-04-09
Colin Castleton,4,0,0,0,0,2024-04-07
Colin Castleton,0,1,0,0,0,2024-04-06
Colin Castleton,0,0,0,0,0,2024-04-03
Colin Castleton,0,0,0,0,0,2024-04-02
Colin Castleton,0,1,0,1,0,2024-03-31
Colin Castleton,0,0,0,0,0,2024-03-29
Colin Castleton,0,0,0,0,0,2024-03-27
Colin Castleton,2,0,0,0,0,2024-02-14
Collin Gillespie,2,1,0,1,0,2024-03-31
Collin Gillespie,0,0,0,0,0,2024-03-29
Collin Gillespie,8,1,3,1,0,2024-03-27
Collin Gillespie,4,4,7,1,0,2024-03-25
Collin Gillespie,11,3,1,0,0,2024-03-23
Collin Gillespie,18,2,4,1,0,2024-02-23
Collin Gillespie,3,3,1,2,0,2024-02-14
Collin Gillespie,6,1,1,2,0,2024-02-12
Collin Gillespie,3,1,1,0,0,2024-02-09
Collin Gillespie,2,0,0,0,0,2024-02-02
Collin Sexton,15,2,7,1,1,2024-04-07
Collin Sexton,12,3,2,0,0,2024-04-05
Collin Sexton,19,3,7,0,0,2024-04-02
Collin Sexton,22,1,4,1,0,2024-03-31
Collin Sexton,29,6,5,0,2,2024-03-29
Collin Sexton,26,2,9,2,1,2024-03-27
Collin Sexton,20,2,6,0,0,2024-03-25
Collin Sexton,20,2,8,2,0,2024-03-23
Collin Sexton,20,4,5,0,0,2024-03-21
Collin Sexton,25,5,7,2,0,2024-03-20
Corey Kispert,8,3,8,1,0,2024-04-14
Corey Kispert,23,7,6,0,1,2024-04-12
Corey Kispert,25,3,5,0,0,2024-04-09
Corey Kispert,21,3,3,0,0,2024-04-07
Corey Kispert,12,3,5,2,0,2024-04-05
Corey Kispert,17,3,3,0,0,2024-04-03
Corey Kispert,27,7,0,1,1,2024-04-02
Corey Kispert,13,2,3,2,0,2024-03-31
Corey Kispert,23,6,0,0,0,2024-03-29
Corey Kispert,15,2,0,0,0,2024-03-27
Cory Joseph,8,1,1,0,0,2024-02-07
Cory Joseph,2,1,2,0,0,2024-01-30
Cory Joseph,3,2,2,0,0,2024-01-27
Cory Joseph,6,5,0,0,0,2024-01-25
Cory Joseph,8,2,1,0,0,2024-01-24
Cory Joseph,0,0,1,0,0,2024-01-15
Cory Joseph,3,3,2,0,1,2024-01-13
Cory Joseph,2,1,2,0,0,2024-01-12
Cory Joseph,2,3,2,0,0,2024-01-10
Cory Joseph,0,0,2,0,0,2024-01-07
Craig Porter,2,3,2,1,1,2024-04-14
Craig Porter,0,0,0,0,0,2024-04-10
Craig Porter,0,0,0,0,0,2024-04-06
Craig Porter,0,0,1,0,0,2024-03-27
Craig Porter,9,1,4,0,1,2024-03-25
Craig Porter,8,4,4,0,1,2024-03-24
Craig Porter,2,0,0,0,0,2024-03-20
Craig Porter,0,2,2,1,0,2024-03-18
Craig Porter,4,1,2,0,0,2024-03-16
Craig Porter,2,0,0,0,0,2024-03-13
D'Angelo Russell,19,1,4,1,1,2024-04-14
D'Angelo Russell,4,3,10,1,1,2024-04-12
D'Angelo Russell,14,2,7,0,0,2024-04-09
D'Angelo Russell,15,7,11,1,0,2024-04-07
D'Angelo Russell,28,5,2,1,1,2024-04-06
D'Angelo Russell,18,3,2,2,0,2024-04-03
D'Angelo Russell,25,2,7,0,0,2024-04-02
D'Angelo Russell,18,6,6,4,0,2024-03-31
D'Angelo Russell,6,3,5,1,1,2024-03-29
D'Angelo Russell,23,2,4,1,0,2024-03-27
DaQuan Jeffries,0,0,0,0,0,2024-04-04
DaQuan Jeffries,0,0,0,0,0,2024-03-31
DaQuan Jeffries,0,0,3,0,0,2024-03-27
DaQuan Jeffries,3,0,0,0,1,2024-03-25
DaQuan Jeffries,0,0,0,0,0,2024-02-27
DaQuan Jeffries,0,0,0,0,0,2024-02-24
DaQuan Jeffries,0,0,0,0,0,2024-02-22
Daishen Nix,5,1,1,0,0,2024-04-10
Daishen Nix,0,0,0,0,0,2024-04-09
Daishen Nix,0,1,3,1,0,2024-04-03
Daishen Nix,0,0,0,2,0,2024-03-12
Daishen Nix,0,0,0,0,0,2024-03-10
Daishen Nix,5,0,0,1,0,2024-02-15
Daishen Nix,1,0,1,0,0,2024-02-13
Daishen Nix,5,0,0,0,0,2024-02-12
Daishen Nix,3,0,1,0,0,2024-02-08
Dalano Banton,17,3,7,3,0,2024-04-14
Dalano Banton,28,10,3,1,2,2024-04-12
Dalano Banton,12,3,3,0,1,2024-04-09
Dalano Banton,28,3,9,1,0,2024-04-07
Dalano Banton,21,8,8,0,0,2024-04-05
Dalano Banton,12,2,3,2,0,2024-04-03
Dalano Banton,26,5,5,3,2,2024-04-01
Dalano Banton,12,9,2,0,0,2024-03-29
Dalano Banton,31,5,9,2,0,2024-03-27
Dalano Banton,28,11,5,1,2,2024-03-25
Dalen Terry,6,7,1,1,2,2024-04-14
Dalen Terry,17,4,8,1,2,2024-04-12
Dalen Terry,12,2,0,1,0,2024-04-11
Dalen Terry,4,3,1,0,1,2024-04-09
Dalen Terry,2,2,0,1,0,2024-04-07
Dalen Terry,2,0,0,2,2,2024-04-05
Dalen Terry,0,0,2,0,0,2024-04-01
Dalen Terry,0,1,1,0,1,2024-03-31
Dalen Terry,4,4,0,0,0,2024-03-29
Dalen Terry,0,2,4,0,1,2024-03-27
Damian Jones,5,0,0,0,0,2024-04-14
Damian Jones,0,0,0,0,0,2024-04-10
Damian Jones,0,0,0,0,0,2024-04-06
Damian Jones,0,2,0,0,0,2024-04-03
Damian Jones,4,1,1,0,1,2024-04-02
Damian Jones,3,1,0,0,0,2024-03-31
Damian Jones,4,1,0,0,0,2024-03-25
Damian Jones,9,0,0,0,0,2024-03-24
Damian Jones,3,6,1,0,1,2024-03-16
Damian Jones,14,6,0,1,0,2024-03-13
Damian Lillard,16,4,2,1,0,2024-04-14
Damian Lillard,29,6,9,0,0,2024-04-10
Damian Lillard,12,3,5,1,1,2024-04-09
Damian Lillard,23,4,6,1,2,2024-04-07
Damian Lillard,36,5,6,1,0,2024-04-05
Damian Lillard,20,5,7,0,0,2024-03-28
Damian Lillard,27,5,8,1,0,2024-03-26
Damian Lillard,11,6,5,0,0,2024-03-24
Damian Lillard,30,3,12,2,0,2024-03-21
Damian Lillard,32,4,6,1,1,2024-03-20
Daniel Gafford,6,2,1,0,1,2024-04-12
Daniel Gafford,12,5,3,1,3,2024-04-10
Daniel Gafford,26,7,1,1,2,2024-04-09
Daniel Gafford,6,1,0,0,1,2024-04-07
Daniel Gafford,10,15,5,0,3,2024-04-05
Daniel Gafford,6,3,1,1,2,2024-04-04
Daniel Gafford,10,8,3,1,0,2024-04-02
Daniel Gafford,6,4,3,1,5,2024-03-31
Daniel Gafford,6,7,0,1,3,2024-03-29
Daniel Gafford,10,4,3,1,0,2024-03-26
Daniel Theis,16,11,2,2,2,2024-04-14
Daniel Theis,14,7,0,0,2,2024-04-12
Daniel Theis,2,3,0,0,0,2024-04-10
Daniel Theis,11,5,1,0,1,2024-04-05
Daniel Theis,3,5,0,0,0,2024-04-02
Daniel Theis,0,3,2,0,0,2024-03-24
Daniel Theis,6,4,1,0,2,2024-03-22
Daniel Theis,10,5,2,0,1,2024-03-20
Daniel Theis,0,3,1,0,0,2024-03-17
Daniel Theis,0,1,0,0,0,2024-03-15
Danilo Gallinari,11,4,0,1,0,2024-04-12
Danilo Gallinari,0,1,1,0,0,2024-04-05
Danilo Gallinari,2,1,2,0,0,2024-04-03
Danilo Gallinari,3,2,0,1,0,2024-04-02
Danilo Gallinari,3,0,0,1,0,2024-03-24
Danilo Gallinari,4,1,1,1,1,2024-03-20
Danilo Gallinari,0,1,1,0,0,2024-03-14
Danilo Gallinari,7,0,0,0,0,2024-03-12
Danilo Gallinari,3,0,0,0,0,2024-03-10
Danilo Gallinari,0,0,0,0,0,2024-03-08
Dante Exum,0,2,2,0,0,2024-04-12
Dante Exum,3,3,2,0,0,2024-04-10
Dante Exum,2,4,3,0,0,2024-04-09
Dante Exum,14,9,2,0,0,2024-04-07
Dante Exum,11,2,7,0,0,2024-04-05
Dante Exum,0,5,2,1,0,2024-04-04
Dante Exum,3,3,4,0,0,2024-04-02
Dante Exum,13,1,2,0,0,2024-03-31
Dante Exum,8,3,2,0,0,2024-03-29
Dante Exum,6,2,4,1,0,2024-03-26
Danuel House Jr.,4,5,0,0,0,2024-02-05
Danuel House Jr.,8,3,1,0,0,2024-02-03
Danuel House Jr.,5,2,3,1,1,2024-02-01
Danuel House Jr.,7,1,0,2,0,2024-01-30
Danuel House Jr.,2,1,2,0,0,2024-01-29
Danuel House Jr.,6,3,0,2,1,2024-01-27
Danuel House Jr.,10,2,1,2,1,2024-01-25
Danuel House Jr.,8,2,1,0,0,2024-01-22
Danuel House Jr.,9,3,0,1,1,2024-01-20
Danuel House Jr.,0,0,1,0,0,2024-01-19
Dario Saric,12,5,1,0,1,2024-04-14
Dario Saric,0,1,1,1,0,2024-04-11
Dario Saric,0,1,0,0,0,2024-03-20
Dario Saric,0,0,1,0,0,2024-03-13
Dario Saric,2,0,0,0,0,2024-03-09
Dario Saric,0,1,2,0,0,2024-03-06
Dario Saric,4,2,0,0,0,2024-03-03
Dario Saric,2,0,2,0,0,2024-03-01
Dario Saric,0,3,3,0,0,2024-02-29
Dario Saric,5,0,1,0,0,2024-02-27
Darius Garland,16,2,4,0,0,2024-04-12
Darius Garland,16,6,9,0,1,2024-04-10
Darius Garland,28,5,8,5,0,2024-04-07
Darius Garland,26,2,2,5,0,2024-04-06
Darius Garland,15,1,8,2,0,2024-04-03
Darius Garland,8,3,8,0,1,2024-04-02
Darius Garland,5,2,7,2,0,2024-03-31
Darius Garland,14,3,12,0,0,2024-03-29
Darius Garland,14,5,12,1,0,2024-03-27
Darius Garland,15,4,10,1,0,2024-03-25
David Roddy,0,1,1,0,0,2024-04-14
David Roddy,0,0,0,0,0,2024-04-10
David Roddy,0,1,0,0,0,2024-04-03
David Roddy,2,3,1,0,0,2024-03-29
David Roddy,2,1,2,1,0,2024-03-23
David Roddy,0,0,0,1,0,2024-03-20
David Roddy,2,0,0,0,0,2024-03-17
David Roddy,0,1,0,0,0,2024-03-15
David Roddy,4,1,0,0,0,2024-03-14
David Roddy,2,0,0,0,0,2024-03-11
Davion Mitchell,11,4,3,0,0,2024-04-14
Davion Mitchell,2,0,3,0,0,2024-04-12
Davion Mitchell,13,2,5,0,0,2024-04-11
Davion Mitchell,8,1,2,0,0,2024-04-09
Davion Mitchell,12,1,3,1,0,2024-04-07
Davion Mitchell,7,6,5,0,0,2024-04-05
Davion Mitchell,11,2,1,0,0,2024-04-04
Davion Mitchell,14,4,3,0,0,2024-04-02
Davion Mitchell,8,5,3,1,0,2024-03-31
Davion Mitchell,8,1,2,1,0,2024-03-29
Davis Bertans,9,0,1,1,1,2024-04-12
Davis Bertans,6,1,0,0,1,2024-04-10
Davis Bertans,13,4,0,0,0,2024-04-09
Davis Bertans,12,2,0,2,1,2024-04-07
Davis Bertans,12,4,0,0,0,2024-04-05
Davis Bertans,7,1,4,4,0,2024-04-03
Davis Bertans,8,1,1,1,1,2024-04-01
Davis Bertans,15,2,1,0,0,2024-03-31
Davis Bertans,14,3,1,1,0,2024-03-29
Davis Bertans,5,1,0,1,0,2024-03-27
Day'Ron Sharpe,6,8,1,0,2,2024-04-10
Day'Ron Sharpe,4,4,2,1,1,2024-04-07
Day'Ron Sharpe,0,6,0,0,0,2024-04-06
Day'Ron Sharpe,6,11,0,0,0,2024-04-01
Day'Ron Sharpe,4,1,1,0,0,2024-03-31
Day'Ron Sharpe,2,3,0,0,0,2024-03-29
Day'Ron Sharpe,8,5,0,0,0,2024-03-27
Day'Ron Sharpe,6,3,1,0,1,2024-03-25
Day'Ron Sharpe,5,4,2,0,1,2024-03-23
Day'Ron Sharpe,8,17,3,0,2,2024-03-19
De'Aaron Fox,24,2,3,3,1,2024-04-14
De'Aaron Fox,23,5,6,4,0,2024-04-12
De'Aaron Fox,33,5,8,2,0,2024-04-11
De'Aaron Fox,33,8,6,2,0,2024-04-09
De'Aaron Fox,20,5,3,1,0,2024-04-07
De'Aaron Fox,40,4,2,1,0,2024-04-05
De'Aaron Fox,29,7,7,3,1,2024-04-04
De'Aaron Fox,20,3,7,1,1,2024-04-02
De'Aaron Fox,24,6,12,3,2,2024-03-31
De'Aaron Fox,23,6,5,3,0,2024-03-29
De'Andre Hunter,6,2,1,0,0,2024-04-14
De'Andre Hunter,15,2,1,0,0,2024-04-12
De'Andre Hunter,23,11,3,2,1,2024-04-09
De'Andre Hunter,18,1,2,1,0,2024-04-06
